json_file_path,stage,consumer_scope,irrigability_bucket,irrigability_reasons,vehicle_count,vehicle_modules,stage_declared_consumer_ids,stage_registered_consumer_ids,stage_expected_signal_types,stage_required_capabilities,flag_no_vehicle_found,flag_needs_equipped_consumer,flag_value_blocked,flag_signal_vocab_gap,flag_capability_vocab_gap,file_exists,file_bytes,recommended_action
_registry/membership_criteria/MC05_financial_chains.json,phase_1,Phase_1,not_irrigable_yet,"[""no_equipped_consumer_for_stage""]",0,[],[],"[""phase_1_extraction""]","[""MC01"", ""MC02"", ""MC03"", ""MC04"", ""MC05"", ""MC06"", ""MC07"", ""MC08"", ""MC09"", ""MC10""]","[""CAUSAL_INFERENCE"", ""CITATION_PARSING"", ""COREFERENCE"", ""CURRENCY_NORMALIZATION"", ""DATE_NORMALIZATION"", ""DEMOGRAPHIC_ANALYSIS"", ""EMBEDDING_LOOKUP"", ""ENTITY_RESOLUTION"", ""FINANCIAL_ANALYSIS"", ""GRAPH_CONSTRUCTION"", ""HIERARCHY_PARSING"", ""NER_EXTRACTION"", ""NORMATIVE_LOOKUP"", ""NUMERIC_PARSING"", ""POPULATION_PARSING"", ""SECTION_DETECTION"", ""SEMANTIC_SIMILARITY"", ""STRUCTURAL_PARSING"", ""TEMPORAL_PARSING"", ""TREE_CONSTRUCTION"", ""TRIPLET_EXTRACTION"", ""VERB_ANALYSIS""]",True,True,False,False,False,True,9438,declare_and_register_consumer
_registry/membership_criteria/MC06_population_disaggregation.json,phase_1,Phase_1,not_irrigable_yet,"[""no_equipped_consumer_for_stage""]",0,[],[],"[""phase_1_extraction""]","[""MC01"", ""MC02"", ""MC03"", ""MC04"", ""MC05"", ""MC06"", ""MC07"", ""MC08"", ""MC09"", ""MC10""]","[""CAUSAL_INFERENCE"", ""CITATION_PARSING"", ""COREFERENCE"", ""CURRENCY_NORMALIZATION"", ""DATE_NORMALIZATION"", ""DEMOGRAPHIC_ANALYSIS"", ""EMBEDDING_LOOKUP"", ""ENTITY_RESOLUTION"", ""FINANCIAL_ANALYSIS"", ""GRAPH_CONSTRUCTION"", ""HIERARCHY_PARSING"", ""NER_EXTRACTION"", ""NORMATIVE_LOOKUP"", ""NUMERIC_PARSING"", ""POPULATION_PARSING"", ""SECTION_DETECTION"", ""SEMANTIC_SIMILARITY"", ""STRUCTURAL_PARSING"", ""TEMPORAL_PARSING"", ""TREE_CONSTRUCTION"", ""TRIPLET_EXTRACTION"", ""VERB_ANALYSIS""]",True,True,False,False,False,True,7393,declare_and_register_consumer
_registry/membership_criteria/MC07_temporal_markers.json,phase_1,Phase_1,not_irrigable_yet,"[""no_equipped_consumer_for_stage""]",0,[],[],"[""phase_1_extraction""]","[""MC01"", ""MC02"", ""MC03"", ""MC04"", ""MC05"", ""MC06"", ""MC07"", ""MC08"", ""MC09"", ""MC10""]","[""CAUSAL_INFERENCE"", ""CITATION_PARSING"", ""COREFERENCE"", ""CURRENCY_NORMALIZATION"", ""DATE_NORMALIZATION"", ""DEMOGRAPHIC_ANALYSIS"", ""EMBEDDING_LOOKUP"", ""ENTITY_RESOLUTION"", ""FINANCIAL_ANALYSIS"", ""GRAPH_CONSTRUCTION"", ""HIERARCHY_PARSING"", ""NER_EXTRACTION"", ""NORMATIVE_LOOKUP"", ""NUMERIC_PARSING"", ""POPULATION_PARSING"", ""SECTION_DETECTION"", ""SEMANTIC_SIMILARITY"", ""STRUCTURAL_PARSING"", ""TEMPORAL_PARSING"", ""TREE_CONSTRUCTION"", ""TRIPLET_EXTRACTION"", ""VERB_ANALYSIS""]",True,True,False,False,False,True,4325,declare_and_register_consumer
_registry/membership_criteria/MC08_causal_verbs.json,phase_1,Phase_1,not_irrigable_yet,"[""no_equipped_consumer_for_stage""]",0,[],[],"[""phase_1_extraction""]","[""MC01"", ""MC02"", ""MC03"", ""MC04"", ""MC05"", ""MC06"", ""MC07"", ""MC08"", ""MC09"", ""MC10""]","[""CAUSAL_INFERENCE"", ""CITATION_PARSING"", ""COREFERENCE"", ""CURRENCY_NORMALIZATION"", ""DATE_NORMALIZATION"", ""DEMOGRAPHIC_ANALYSIS"", ""EMBEDDING_LOOKUP"", ""ENTITY_RESOLUTION"", ""FINANCIAL_ANALYSIS"", ""GRAPH_CONSTRUCTION"", ""HIERARCHY_PARSING"", ""NER_EXTRACTION"", ""NORMATIVE_LOOKUP"", ""NUMERIC_PARSING"", ""POPULATION_PARSING"", ""SECTION_DETECTION"", ""SEMANTIC_SIMILARITY"", ""STRUCTURAL_PARSING"", ""TEMPORAL_PARSING"", ""TREE_CONSTRUCTION"", ""TRIPLET_EXTRACTION"", ""VERB_ANALYSIS""]",True,True,False,False,False,True,7841,declare_and_register_consumer
_registry/membership_criteria/MC09_institutional_network.json,phase_1,Phase_1,not_irrigable_yet,"[""no_equipped_consumer_for_stage""]",0,[],[],"[""phase_1_extraction""]","[""MC01"", ""MC02"", ""MC03"", ""MC04"", ""MC05"", ""MC06"", ""MC07"", ""MC08"", ""MC09"", ""MC10""]","[""CAUSAL_INFERENCE"", ""CITATION_PARSING"", ""COREFERENCE"", ""CURRENCY_NORMALIZATION"", ""DATE_NORMALIZATION"", ""DEMOGRAPHIC_ANALYSIS"", ""EMBEDDING_LOOKUP"", ""ENTITY_RESOLUTION"", ""FINANCIAL_ANALYSIS"", ""GRAPH_CONSTRUCTION"", ""HIERARCHY_PARSING"", ""NER_EXTRACTION"", ""NORMATIVE_LOOKUP"", ""NUMERIC_PARSING"", ""POPULATION_PARSING"", ""SECTION_DETECTION"", ""SEMANTIC_SIMILARITY"", ""STRUCTURAL_PARSING"", ""TEMPORAL_PARSING"", ""TREE_CONSTRUCTION"", ""TRIPLET_EXTRACTION"", ""VERB_ANALYSIS""]",True,True,False,False,False,True,6044,declare_and_register_consumer
_registry/membership_criteria/MC10_semantic_relationships.json,phase_1,Phase_1,not_irrigable_yet,"[""no_equipped_consumer_for_stage""]",0,[],[],"[""phase_1_extraction""]","[""MC01"", ""MC02"", ""MC03"", ""MC04"", ""MC05"", ""MC06"", ""MC07"", ""MC08"", ""MC09"", ""MC10""]","[""CAUSAL_INFERENCE"", ""CITATION_PARSING"", ""COREFERENCE"", ""CURRENCY_NORMALIZATION"", ""DATE_NORMALIZATION"", ""DEMOGRAPHIC_ANALYSIS"", ""EMBEDDING_LOOKUP"", ""ENTITY_RESOLUTION"", ""FINANCIAL_ANALYSIS"", ""GRAPH_CONSTRUCTION"", ""HIERARCHY_PARSING"", ""NER_EXTRACTION"", ""NORMATIVE_LOOKUP"", ""NUMERIC_PARSING"", ""POPULATION_PARSING"", ""SECTION_DETECTION"", ""SEMANTIC_SIMILARITY"", ""STRUCTURAL_PARSING"", ""TEMPORAL_PARSING"", ""TREE_CONSTRUCTION"", ""TRIPLET_EXTRACTION"", ""VERB_ANALYSIS""]",True,True,False,False,False,True,3740,declare_and_register_consumer
_registry/membership_criteria/_bindings/mc_to_dimensions.json,phase_1,Phase_1,not_irrigable_yet,"[""no_equipped_consumer_for_stage""]",0,[],[],"[""phase_1_extraction""]","[""MC01"", ""MC02"", ""MC03"", ""MC04"", ""MC05"", ""MC06"", ""MC07"", ""MC08"", ""MC09"", ""MC10""]","[""CAUSAL_INFERENCE"", ""CITATION_PARSING"", ""COREFERENCE"", ""CURRENCY_NORMALIZATION"", ""DATE_NORMALIZATION"", ""DEMOGRAPHIC_ANALYSIS"", ""EMBEDDING_LOOKUP"", ""ENTITY_RESOLUTION"", ""FINANCIAL_ANALYSIS"", ""GRAPH_CONSTRUCTION"", ""HIERARCHY_PARSING"", ""NER_EXTRACTION"", ""NORMATIVE_LOOKUP"", ""NUMERIC_PARSING"", ""POPULATION_PARSING"", ""SECTION_DETECTION"", ""SEMANTIC_SIMILARITY"", ""STRUCTURAL_PARSING"", ""TEMPORAL_PARSING"", ""TREE_CONSTRUCTION"", ""TRIPLET_EXTRACTION"", ""VERB_ANALYSIS""]",True,True,False,False,False,True,2924,declare_and_register_consumer
_registry/membership_criteria/_bindings/mc_to_questions.json,phase_1,Phase_1,not_irrigable_yet,"[""no_equipped_consumer_for_stage""]",0,[],[],"[""phase_1_extraction""]","[""MC01"", ""MC02"", ""MC03"", ""MC04"", ""MC05"", ""MC06"", ""MC07"", ""MC08"", ""MC09"", ""MC10""]","[""CAUSAL_INFERENCE"", ""CITATION_PARSING"", ""COREFERENCE"", ""CURRENCY_NORMALIZATION"", ""DATE_NORMALIZATION"", ""DEMOGRAPHIC_ANALYSIS"", ""EMBEDDING_LOOKUP"", ""ENTITY_RESOLUTION"", ""FINANCIAL_ANALYSIS"", ""GRAPH_CONSTRUCTION"", ""HIERARCHY_PARSING"", ""NER_EXTRACTION"", ""NORMATIVE_LOOKUP"", ""NUMERIC_PARSING"", ""POPULATION_PARSING"", ""SECTION_DETECTION"", ""SEMANTIC_SIMILARITY"", ""STRUCTURAL_PARSING"", ""TEMPORAL_PARSING"", ""TREE_CONSTRUCTION"", ""TRIPLET_EXTRACTION"", ""VERB_ANALYSIS""]",True,True,False,False,False,True,4386,declare_and_register_consumer
_registry/membership_criteria/_bindings/mc_to_scoring.json,phase_1,Phase_1,not_irrigable_yet,"[""no_equipped_consumer_for_stage""]",0,[],[],"[""phase_1_extraction""]","[""MC01"", ""MC02"", ""MC03"", ""MC04"", ""MC05"", ""MC06"", ""MC07"", ""MC08"", ""MC09"", ""MC10""]","[""CAUSAL_INFERENCE"", ""CITATION_PARSING"", ""COREFERENCE"", ""CURRENCY_NORMALIZATION"", ""DATE_NORMALIZATION"", ""DEMOGRAPHIC_ANALYSIS"", ""EMBEDDING_LOOKUP"", ""ENTITY_RESOLUTION"", ""FINANCIAL_ANALYSIS"", ""GRAPH_CONSTRUCTION"", ""HIERARCHY_PARSING"", ""NER_EXTRACTION"", ""NORMATIVE_LOOKUP"", ""NUMERIC_PARSING"", ""POPULATION_PARSING"", ""SECTION_DETECTION"", ""SEMANTIC_SIMILARITY"", ""STRUCTURAL_PARSING"", ""TEMPORAL_PARSING"", ""TREE_CONSTRUCTION"", ""TRIPLET_EXTRACTION"", ""VERB_ANALYSIS""]",True,True,False,False,False,True,4307,declare_and_register_consumer
_registry/membership_criteria/_calibration/extractor_calibration.json,phase_1,Phase_1,not_irrigable_yet,"[""no_equipped_consumer_for_stage""]",0,[],[],"[""phase_1_extraction""]","[""MC01"", ""MC02"", ""MC03"", ""MC04"", ""MC05"", ""MC06"", ""MC07"", ""MC08"", ""MC09"", ""MC10""]","[""CAUSAL_INFERENCE"", ""CITATION_PARSING"", ""COREFERENCE"", ""CURRENCY_NORMALIZATION"", ""DATE_NORMALIZATION"", ""DEMOGRAPHIC_ANALYSIS"", ""EMBEDDING_LOOKUP"", ""ENTITY_RESOLUTION"", ""FINANCIAL_ANALYSIS"", ""GRAPH_CONSTRUCTION"", ""HIERARCHY_PARSING"", ""NER_EXTRACTION"", ""NORMATIVE_LOOKUP"", ""NUMERIC_PARSING"", ""POPULATION_PARSING"", ""SECTION_DETECTION"", ""SEMANTIC_SIMILARITY"", ""STRUCTURAL_PARSING"", ""TEMPORAL_PARSING"", ""TREE_CONSTRUCTION"", ""TRIPLET_EXTRACTION"", ""VERB_ANALYSIS""]",True,True,False,False,False,True,33335,declare_and_register_consumer
_registry/patterns/MASTER_INDEX.json,Cross-Phase,Cross-Phase,irrigable_now,[],0,[],[],[],[],[],True,True,False,False,False,True,2150659,declare_and_register_consumer
_registry/patterns/by_category/CAUSAL_CONNECTOR.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,1309,align_vocab_signal_or_capability
_registry/patterns/by_category/CAUSAL_OUTCOME.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,3916,align_vocab_signal_or_capability
_registry/patterns/by_category/DESCRIPCION.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,3672,align_vocab_signal_or_capability
_registry/patterns/by_category/FUENTE_OFICIAL.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,23677,align_vocab_signal_or_capability
_registry/patterns/by_category/GENERAL.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,1847511,align_vocab_signal_or_capability
_registry/patterns/by_category/INDICADOR.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,133398,align_vocab_signal_or_capability
_registry/patterns/by_category/INSTITUCIONAL.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,10429,align_vocab_signal_or_capability
_registry/patterns/by_category/INSTRUMENTO.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,13171,align_vocab_signal_or_capability
_registry/patterns/by_category/MECANISMO_COMPLETO.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,1348,align_vocab_signal_or_capability
_registry/patterns/by_category/MEDICION.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,3691,align_vocab_signal_or_capability
_registry/patterns/by_category/POBLACION.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,3846,align_vocab_signal_or_capability
_registry/patterns/by_category/PRODUCTO_TIPO.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,3699,align_vocab_signal_or_capability
_registry/patterns/by_category/TEMPORAL.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,17560,align_vocab_signal_or_capability
_registry/patterns/by_category/TERRITORIAL.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,80766,align_vocab_signal_or_capability
_registry/patterns/by_category/UNIDAD_MEDIDA.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,2542,align_vocab_signal_or_capability
_registry/patterns/by_context/PDET.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,1712,align_vocab_signal_or_capability
_registry/patterns/by_dimension/DIM01.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,549182,align_vocab_signal_or_capability
_registry/patterns/by_dimension/DIM02.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,332860,align_vocab_signal_or_capability
_registry/patterns/by_dimension/DIM03.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,302275,align_vocab_signal_or_capability
_registry/patterns/by_dimension/DIM04.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,242877,align_vocab_signal_or_capability
_registry/patterns/by_dimension/DIM05.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,293268,align_vocab_signal_or_capability
_registry/patterns/by_dimension/DIM06.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,271228,align_vocab_signal_or_capability
_registry/patterns/by_policy_area/PA01.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,34376,align_vocab_signal_or_capability
_registry/patterns/by_policy_area/PA02.json,phase_2,Phase_2,irrigable_now,[],0,[],"[""EvidenceNexus"", ""IrrigationSynchronizer"", ""SignalEnhancementIntegrator""]","[""phase_2_enrichment""]","[""PATTERN_ENRICHMENT"", ""KEYWORD_ENRICHMENT"", ""ENTITY_ENRICHMENT""]","[""ENTITY_LINKING"", ""KEYWORD_MATCHING"", ""NER_EXTRACTION"", ""PATTERN_MATCHING"", ""REGEX_ENGINE"", ""TF_IDF""]",True,False,False,True,False,True,1819,align_vocab_signal_or_capability
_registry/questionnaire_index.json,phase_0,Phase_0,irrigable_now,[],0,[],[],"[""phase_0_assembly""]","[""SIGNAL_PACK"", ""STATIC_LOAD""]",[],True,True,False,False,False,True,30652,declare_and_register_consumer
_registry/questions/integration_map.json,Cross-Phase,Cross-Phase,irrigable_now,[],1,"[""src/farfan_pipeline/infrastructure/irrigation_using_signals/SISAS/signal_irrigator.py""]",[],[],[],[],False,True,False,False,False,True,47605,declare_and_register_consumer
_registry/questions/macro_question.json,phase_8,Phase_8,not_irrigable_yet,"[""no_equipped_consumer_for_stage""]",0,[],[],"[""phase_8_macro""]","[""MACRO_SCORE"", ""MACRO_AGGREGATION""]","[""AGGREGATION_ENGINE"", ""FINAL_ASSEMBLY"", ""HOLISTIC_SCORING""]",True,True,False,False,False,True,920,declare_and_register_consumer
_registry/questions/meso_questions.json,phase_7,Phase_7,irrigable_now,[],0,[],"[""MacroAggregator""]","[""phase_7_meso""]","[""MESO_SCORE"", ""MESO_AGGREGATION""]","[""AGGREGATION_ENGINE"", ""CLUSTER_ROUTING"", ""CLUSTER_SCORING""]",True,False,False,False,False,True,2582,wire_vehicle
_views/capability_coverage_matrix.json,Cross-Phase,Cross-Phase,definitely_not,"[""scope_alignment=PARTIAL"", ""added_value=MARGINAL"", ""regenerable_or_atomic_unit""]",0,[],[],[],[],[],True,True,True,False,False,True,9429,reclassify_value_gate
_views/cc_pa_matrix.json,Cross-Phase,Cross-Phase,definitely_not,"[""scope_alignment=PARTIAL"", ""added_value=MARGINAL"", ""regenerable_or_atomic_unit""]",0,[],[],[],[],[],True,True,True,False,False,True,1784,reclassify_value_gate
_views/keyword_pa_matrix.json,Cross-Phase,Cross-Phase,definitely_not,"[""scope_alignment=PARTIAL"", ""added_value=MARGINAL"", ""regenerable_or_atomic_unit""]",0,[],[],[],[],[],True,True,True,False,False,True,213449,reclassify_value_gate
_views/mc_question_matrix.json,Cross-Phase,Cross-Phase,definitely_not,"[""scope_alignment=PARTIAL"", ""added_value=MARGINAL"", ""regenerable_or_atomic_unit""]",0,[],[],[],[],[],True,True,True,False,False,True,5587,reclassify_value_gate
_views/pattern_question_matrix.json,Cross-Phase,Cross-Phase,definitely_not,"[""scope_alignment=PARTIAL"", ""added_value=MARGINAL"", ""regenerable_or_atomic_unit""]",0,[],[],[],[],[],True,True,True,False,False,True,343997,reclassify_value_gate
_views/questionnaire_flat.json,Cross-Phase,Cross-Phase,definitely_not,"[""scope_alignment=PARTIAL"", ""added_value=MARGINAL"", ""regenerable_or_atomic_unit""]",0,[],[],[],[],[],True,True,True,False,False,True,136740,reclassify_value_gate
_views/signal_flow_graph.json,Cross-Phase,Cross-Phase,definitely_not,"[""scope_alignment=PARTIAL"", ""added_value=MARGINAL"", ""regenerable_or_atomic_unit""]",0,[],[],[],[],[],True,True,True,False,False,True,2905,reclassify_value_gate
clusters/CL01_seguridad_paz/aggregation_rules.json,phase_0,Phase_0,irrigable_now,[],0,[],[],"[""phase_0_assembly""]","[""SIGNAL_PACK"", ""STATIC_LOAD""]",[],True,True,False,False,False,True,3273,declare_and_register_consumer
